,SORT_INDEX,TITLE,ID,FILING_DATE,RECORD_NUM,FORMED_IN,AGENT,STATUS,ENTITY_TYPE,STANDING,ALERT,CAN_REINSTATE,CAN_FILE_AR,CAN_FILE_REINSTATEMENT,Standing - SOS,Standing - FTB,Standing - Agent,Standing - VCFCF,Formed In,Entity Type,NumResult,CompanyName,Inactive Date,Foreign Name,Principal Address,Mailing Address,Filing Type,Status,Term of Duration
0,0,"['A DESIGN ORIGINAL, INC. (2612494)']",2809080,05/05/2004,2612494,CALIFORNIA,JAMES  SAUERBIER,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,46,Origin Climate,05/01/2006,,,,,,
0,0,['AG SEEKER LLC (202035810072)'],6201523,12/17/2020,202035810072,DELAWARE,EVAN  BOGART,Active,Limited Liability Company - Out of State,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Limited Liability Company - Out of State,28,Seeker Music,,,,,,,
0,0,"['AUTOESL DESIGN TECHNOLOGIES, INC. (2849314)']",2110215,01/11/2006,2849314,CALIFORNIA,JING  CHANG,Merged Out,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,1,AutoESL Design Technologies,11/19/2007,,,,,,
0,0,"['ARGUS PREFERRED DEBENTURE II, LLC (200703410038)']",6651445,01/30/2007,200703410038,DELAWARE,C T CORPORATION SYSTEM,Terminated,Limited Liability Company - Out of State,Good Standing,False,False,False,False,Good,Good,Good,Good,DELAWARE,,66,Preferred Healthcare Management,11/18/2009,,,,,,
0,0,"['2031 STERLING, LLC (201021710088)']",6980600,07/12/2010,201021710088,CALIFORNIA,MEHDI JAZAYERI,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,69,Sterling Capital. web3summit,04/17/2014,,,,,,
0,0,"['BRIAN P. RIFF, M.D., INC. (4234903)']",489444,01/18/2019,4234903,CALIFORNIA,BRIAN P. RIFF,Active,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - General,9,Riff App,,,,,,,
0,0,"['(EVERYTHING BUT) THE KITCHENS, INC. (4003893)']",80035,03/13/2017,4003893,CALIFORNIA,MATTHEW J GLASSMAN,Suspended - SOS,Stock Corporation - CA - General,Not Good Standing,False,False,True,False,Not Good,Good,Good,Good,CALIFORNIA,,500,The Brew Coop,10/27/2021,,,,,,
0,0,['THE PAKALOLO LLC (201729810091)'],4803351,10/17/2017,201729810091,CALIFORNIA,AARON WESLEY RAY,Suspended - FTB,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Not Good,Good,Good,CALIFORNIA,,1,Pakal Technologies,05/01/2019,,,,,,
0,0,['ACTIVE HEROES INC (3505808)'],1463686,09/04/2012,3505808,KENTUCKY,NO AGENT,Terminated,Nonprofit Corporation - Out of State,Good Standing,False,False,False,False,Good,Good,Not Good,Good,KENTUCKY,,56,Hero Ventures,02/11/2016,,,,,,
0,0,"['3-2-1 JUICE, INC. (3486406)']",4532225,06/20/2012,3486406,CALIFORNIA,"LEGALZOOM.COM, INC.",Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,60,Juice Served Here,07/08/2015,,,,,,
0,0,['AUTO PRIMA LLC (200905410173)'],6281840,02/18/2009,200905410173,CALIFORNIA,ERIC CHAIRUNAS,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,36,PRIMA Cinema,,,,,,,
0,0,"['QCODE MEDIA, LLC (201823210517)']",6149295,08/20/2018,201823210517,CALIFORNIA,ROB  HERTING,Converted Out,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,1,QCode,11/27/2019,,,,,,
0,0,"['13TH FLOOR AMUSEMENT, LLC (202022610980)']",6004265,08/11/2020,202022610980,CALIFORNIA,CHARLES CASEY,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,19,Amuse ,,,,,,,
0,0,['SAYNOW CORPORATION (2810440)'],2947674,11/16/2005,2810440,DELAWARE,CORPORATION SERVICE COMPANY WHICH WILL DO BUSINESS IN CALIFORNIA      AS CSC - LAWYERS INCORPORATING SERVICE,Terminated,Stock Corporation - Out of State - Stock,Good Standing,False,False,False,False,Good,Good,Good,Good,DELAWARE,,1,SayNow,10/31/2013,,,,,,
0,0,['ALBEMARLE CATALYSTS (2717612)'],1048963,01/11/2005,2717612,DELAWARE,C T CORPORATION SYSTEM,Terminated,Stock Corporation - Out of State - Stock,Good Standing,False,False,False,False,Good,Good,Good,Good,DELAWARE,,35,Catalyst Mobile,12/18/2007,,,,,,
0,0,"['COGNITION, INC. (2488466)']",2937907,02/28/2003,2488466,CALIFORNIA,TOBY  ROBINSON,Merged Out,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,1,Cognition Technologies,05/18/2006,,,,,,
0,0,"['HAYSTACKID, LLC (201321010161)']",5148959,07/26/2013,201321010161,DELAWARE,MARK T LANDERS,Forfeited - FTB,Limited Liability Company - Out of State,Good Standing,False,False,True,False,Good,Not Good,Good,Good,DELAWARE,,1,Haystack News,08/01/2017,,,,,,
0,0,['AMFORA INC. (3927949)'],2033977,07/18/2016,3927949,DELAWARE,LLOYD KUNIMOTO,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,Amfora,,,,,,,
0,0,"['A LA VIDA WINES & SPIRITS, LLC (201421010226)']",5120160,07/23/2014,201421010226,NEVADA,KRISTJAN KAIRO,Forfeited - FTB/SOS,Limited Liability Company - Out of State,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,NEVADA,,81,VIDA ,01/05/2018,,,,,,
0,0,"['REVASUM, INC. (3960466)']",4025044,11/08/2016,3960466,DELAWARE,Bruce Ray,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,Revasum ,,,,,,,
0,0,['BLACK DIAMOND SEQUOIA (3456403)'],2520987,02/23/2012,3456403,CALIFORNIA,MITCHELL  ZUCKER,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,52,Sequoia Consulting Group,09/06/2021,,,,,,
0,0,"['JOHN F. SNOWBALL CPA, INC. (3147985)']",2958899,06/22/2009,3147985,CALIFORNIA,JOHN F SNOWBALL,Active,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - General,6,Snowball Factory,,,,,,,
0,0,['KUUBIX ENERGY INC. (4025338)'],4105134,02/17/2016,4025338,CALIFORNIA,MARK ROBERT ORWIG,Active,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - General,1,Kuubix Energy,,,,,,,
0,0,"['A MEAL & A MOMENT, INC. (4630609)']",619617,08/06/2020,4630609,CALIFORNIA,AMY MARISSA TOVAR,Active,Nonprofit Corporation - CA - Religious,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Nonprofit Corporation - CA - Religious,101,Moment House,,,,,,,
0,0,['CHILDREN OF DESTINY MINISTRY PRODUCTIONS (2521559)'],1517318,08/05/2003,2521559,CALIFORNIA,JULIA  JACKSON,Suspended - FTB/SOS,Nonprofit Corporation - CA - Religious,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,24,Destiny Media,01/12/2006,,,,,,
0,0,"['HEIGHTEN SOFTWARE, INC. (3455950)']",3581701,02/21/2012,3455950,DELAWARE,CORPORATION SERVICE COMPANY WHICH WILL DO BUSINESS IN CALIFORNIA      AS CSC - LAWYERS INCORPORATING SERVICE,Terminated,Stock Corporation - Out of State - Stock,Good Standing,False,False,False,False,Good,Good,Good,Good,DELAWARE,,2,Heighten Software,03/19/2018,,,,,,
0,0,"['KAZOO MEDIA, INC. (4241358)']",3570088,02/05/2019,4241358,DELAWARE,DAVID SCHULMAN,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,Kazoo Games,,,,,,,
0,0,['LA SERES LLC (201630610349)'],5555434,10/26/2016,201630610349,CALIFORNIA,,Active,Limited Liability Company - CA,Not Good Standing,False,False,True,False,Good,Good,Not Good,Good,CALIFORNIA,Limited Liability Company - CA,2,SERES,,,,,,,
0,0,"['ARX MANAGEMENT, LLC (201230810303)']",5505745,10/22/2012,201230810303,DELAWARE,DEREK BROWN,Active,Limited Liability Company - Out of State,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Limited Liability Company - Out of State,3,Arx Pax,,,,,,,
0,0,['A CREATORS CLUB LLC (202030410182)'],4644334,10/28/2020,202030410182,CALIFORNIA,"LEGALZOOM.COM, INC.",Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,46,Creator+,,,,,,,
0,0,['A & C WORKSHOP INC. (3449187)'],3136024,01/31/2012,3449187,CALIFORNIA,"MYCORP PLATINUM SERVICES, INC.",Suspended - FTB/SOS,Stock Corporation - CA - General,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,34,Workshop Cafe,12/29/2017,,,,,,
0,0,"['BIG N DEEP, INC. (3887519)']",2245823,03/18/2016,3887519,CALIFORNIA,JEFFREY RAY ALEXANDER,Active,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - General,97,Deep North,,,,,,,
0,0,['ZAG CAPITAL (3192371)'],3176886,03/16/2009,3192371,CALIFORNIA,AGNIESZKA EWA NORTON,Suspended - FTB,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Not Good,Good,Good,CALIFORNIA,,7,ZAG America,01/03/2012,,,,,,
0,0,"['1 WORLD WATER, LLC (200404910148)']",5028865,02/13/2004,200404910148,CALIFORNIA,CLARK DAVIDSON,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,499,World Of Good,,,,,,,
0,0,"['AP URBAN ANAHEIM, LLC (201227010234)']",5502801,09/26/2012,201227010234,DELAWARE,CORPORATION SERVICE COMPANY WHICH WILL DO BUSINESS IN CALIFORNIA AS CSC - LAWYERS INCORPORATING SERVICE,Terminated,Limited Liability Company - Out of State,Good Standing,False,False,False,False,Good,Good,Good,Good,DELAWARE,,207,Urban Engines,10/27/2014,,,,,,
0,0,"['METANAUTIX, INC. (3504879)']",3454123,09/14/2012,3504879,DELAWARE,CORPORATION SERVICE COMPANY WHICH WILL DO BUSINESS IN CALIFORNIA      AS CSC - LAWYERS INCORPORATING SERVICE,Terminated,Stock Corporation - Out of State - Stock,Good Standing,False,False,False,False,Good,Good,Good,Good,DELAWARE,,1,Metanautix,10/31/2017,,,,,,
0,0,"['NOVO VERITAS, LLC (200703410275)']",5664937,01/30/2007,200703410275,CALIFORNIA,CORPORATION SERVICE COMPANY WHICH WILL DO BUSINESS IN CALIFORNIA AS CSC - LAWYERS INCORPORATING SERVICE,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,14,Veritas,12/13/2007,,,,,,
0,0,"['BACK POCKET SOFTWARE, INC. (3189366)']",2568033,02/20/2009,3189366,CALIFORNIA,BRIAN STEPHEN KING,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,22,Pocket Gems ,08/19/2019,,,,,,
0,0,"['805 SOCIAL, LLC (201432110308)']",6953804,11/13/2014,201432110308,CALIFORNIA,WILLIAM B BARNETT,Suspended - FTB/SOS,Limited Liability Company - CA,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,202,Social Bluebook,02/08/2018,,,,,,
0,0,"['SMARTIFICIAL RESEARCH & TECHNOLOGY, INC (4186838)']",1716654,08/21/2018,4186838,CALIFORNIA,CORPORATION SERVICE COMPANY WHICH WILL DO BUSINESS IN CALIFORNIA      AS CSC - LAWYERS INCORPORATING SERVICE,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,1,Smartificial Research & Technology,03/05/2019,,,,,,
0,0,['360 LIQUIDATION LLC (201019410312)'],5933102,07/12/2010,201019410312,CALIFORNIA,AUDREY WHITE,Suspended - FTB,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Not Good,Good,Good,CALIFORNIA,,78,Liquid Grids,04/01/2015,,,,,,
0,0,['A LEGACY OF SMILES INC. (3731802)'],598778,12/08/2014,3731802,CALIFORNIA,AMOR M TAYLOR,Terminated,Stock Corporation - CA - General,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,85,Smile Stations,08/31/2017,,,,,,
0,0,"['""A NEW JOURNEYS BEGINNING"" LLC (201522510395)']",5424581,08/12/2015,201522510395,CALIFORNIA,"LEGALZOOM.COM, INC.",Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,47,Begin,09/25/2017,,,,,,
0,0,"['DANIEL B. HEYMAN, CPA, A PROFESSIONAL CORPORATION (3512047)']",3589460,10/01/2012,3512047,CALIFORNIA,DANIEL BRIAN HEYMAN,Active,Stock Corporation - CA - Professional,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - Professional,28,Hey,,,,,,,
0,0,"['CENTRIQ TECHNOLOGY, INC. (3825315)']",2507285,09/17/2015,3825315,DELAWARE,CORPORATION SERVICE COMPANY WHICH WILL DO BUSINESS IN CALIFORNIA AS CSC - LAWYERS INCORPORATING SERVICE,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,Centriq,,,,,,,
0,0,"['1228 BEACH DR., LLC (201511210262)']",7129481,04/17/2015,201511210262,CALIFORNIA,TANYA SALLES,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,498,Beach Whiskey,,,,,,,
0,0,['11 CASTLEDOWN LLC (202132811082)'],7059416,11/23/2021,202132811082,CALIFORNIA,DONG MA,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,471,Cast ,,,,,,,
0,0,"['ALL CAL WILDFIRE PROTECTION, LLC (200836410068)']",6950971,12/26/2008,200836410068,CALIFORNIA,VALERIE THOMPSON,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,5,Wildfire Interactive,06/03/2010,,,,,,
0,0,['BODIED BY MILLY LLC (202120910560)'],5598624,07/25/2021,202120910560,CALIFORNIA,MANUELA RUIZ,Active - Pending Termination,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,9,MILLY ROCK Group,,,,,,,
0,0,['1 BIG CYC & STAGE LLC (201201710068)'],6609486,12/19/2011,201201710068,CALIFORNIA,RYAN MCNAMARA,Suspended - FTB,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Not Good,Good,Good,CALIFORNIA,,315,Big Frame,09/01/2015,,,,,,
0,0,"['THRILLING, INC. (4178297)']",4138614,07/26/2018,4178297,DELAWARE,"INCORPORATING SERVICES, LTD.",Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,Thrilling,,,,,,,
0,0,['EQUILIBRIUM CONSULTING LLC (200828210207)'],4622074,10/03/2008,200828210207,CALIFORNIA,SANDY CHENG,Suspended - FTB,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Not Good,Good,Good,CALIFORNIA,,4,Equilibrium Capital,08/01/2014,,,,,,
0,0,['1 STOP EURO SHOP INC. (3799369)'],93027,06/18/2015,3799369,CALIFORNIA,RYAN  SILVA,Suspended - FTB/SOS,Stock Corporation - CA - General,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,500,SHO Companies,08/28/2018,,,,,,
0,0,"['CONSTANCE PHOTOGRAPHY, LLC (201506910024)']",5609212,03/06/2015,201506910024,CALIFORNIA,"LEGALZOOM.COM, INC.",Suspended - FTB/SOS,Limited Liability Company - CA,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,4,Constance Therapeutics,02/08/2018,,,,,,
0,0,"['100 FIRST STREET MEMBER, LLC (201604910007)']",6625498,02/17/2016,201604910007,DELAWARE,PARACORP INCORPORATED,Active,Limited Liability Company - Out of State,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Limited Liability Company - Out of State,493,First Contact Entertainment,,,,,,,
0,0,"['ALLVOICES, INC. (3011675)']",2802582,08/13/2007,3011675,DELAWARE,CORPORATION SERVICE COMPANY WHICH WILL DO BUSINESS IN CALIFORNIA      AS CSC - LAWYERS INCORPORATING SERVICE,Forfeited - SOS,Stock Corporation - Out of State - Stock,Not Good Standing,False,False,True,False,Not Good,Good,Good,Good,DELAWARE,,1,Allvoices ,09/27/2012,,,,,,
0,0,"['AXIANTA FINANCIAL PARTNERS - NORCAL, LLC (201425910076)']",6443734,09/11/2014,201425910076,CALIFORNIA,NO AGENT,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Not Good,Good,CALIFORNIA,,88,NorCal,01/04/2022,,,,,,
0,0,"['1040 BLUE RIDGE DRIVE PARTNERS, LLC (200628410111)']",5305161,10/02/2006,200628410111,CALIFORNIA,MARK L HIRSCH,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,217,Ridge Diagnostics,12/18/2020,,,,,,
0,0,['218 CLARA PROPERTIES LLC (201407110022)'],5637008,03/10/2014,201407110022,CALIFORNIA,"LEGALZOOM.COM, INC.",Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,48,Clara Lending,08/01/2019,,,,,,
0,0,['WATERGURU INC. (3408361)'],1970543,08/25/2011,3408361,DELAWARE,Paul Fulton,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,WaterGuru,,,,,,,
0,0,"[""[GENE SIMMONS' THE CHILDREN MATTER] (3909478)""]",27314,05/18/2016,3909478,MINNESOTA,"INCORP SERVICES, INC.",Active,Nonprofit Corporation - Out of State,Good Standing,False,False,True,False,Good,Good,Good,Good,MINNESOTA,,500,The Level,,MATTER,,,,,
0,0,"['1600 SUPERIOR, LLC (201618310097)']",6839977,06/30/2016,201618310097,DELAWARE,CHARLES BYERLY,Active,Limited Liability Company - Out of State,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Limited Liability Company - Out of State,98,Superior Sensor Technology,,,,,,,
0,0,['RESFRAC CORPORATION (4172790)'],617055,07/16/2018,4172790,DELAWARE,COGENCY GLOBAL INC.,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,ResFrac,,,,,,,
0,0,[': DOTDIGITAL ENGAGEMENT CLOUD (3832172)'],4132278,10/09/2015,3832172,DELAWARE,"REGISTERED AGENT SOLUTIONS, INC.",Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,,252,Cloud Constellation,,"DOTDIGITAL, INC.,",,,,,
0,0,['CABA DESIGN CORP. (4079841)'],1602551,10/31/2017,4079841,DELAWARE,BENJAMIN PARSA,Active,Stock Corporation - Out of State - Stock,Good,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,39,Caba ,,,,,,,
0,0,"['DUCO CONSULTING USA, LLC (201620910219)']",5058988,07/20/2016,201620910219,CALIFORNIA,STEVEN MICHAEL SALATTI,Suspended - FTB/SOS,Limited Liability Company - CA,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,2,Dūcō,02/06/2019,,,,,,
0,0,"['EMBER DEFLECTOR SYSTEMS, INC. (3311005)']",2462690,08/09/2010,3311005,CALIFORNIA,MARK T MAUERMAN,Suspended - FTB/SOS,Stock Corporation - CA - General,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,12,Ember ,06/10/2014,,,,,,
0,0,"['EMBER DEFLECTOR SYSTEMS, INC. (3311005)']",2462690,08/09/2010,3311005,CALIFORNIA,MARK T MAUERMAN,Suspended - FTB/SOS,Stock Corporation - CA - General,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,12,Ember ),06/10/2014,,,,,,
0,0,"['INTELLIFLUX CONTROLS, INC. (4192323)']",500109,09/06/2018,4192323,DELAWARE,"REGISTERED AGENT SOLUTIONS, INC.",Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,Intelliflux Controls,,,,,,,
0,0,"['1042 GOLDEN GATE AVENUE, LLC (201428610420)']",6683765,10/09/2014,201428610420,CALIFORNIA,MICHAEL HEATH,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,270,Gate,,,,,,,
0,0,['AIR HANDLERS SUPPLY INC. (3348280)'],3693759,01/10/2011,3348280,CALIFORNIA,TAMARRA  FRISBEY,Active,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - General,16,Handle,,,,,,,
0,0,"['ADVANCED INNOVATIVE RECOVERY TECHNOLOGIES, INC. (3400276)']",2640050,05/26/2011,3400276,NEVADA,STEPHEN  MADONI,Forfeited - FTB,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Not Good,Good,Good,NEVADA,,143,Innovative Health Diagnostics,04/03/2017,,,,,,
0,0,"['PENROSE 8, LLC. (201503510283)']",7127140,02/03/2015,201503510283,CALIFORNIA,ANI BADIKYAN,Active,Limited Liability Company - CA,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Limited Liability Company - CA,5,Penrose,,,,,,,
0,0,"['HOWARD AND SHERI SOKOLOFF, LLC (201107310089)']",5752691,02/28/2011,201107310089,CALIFORNIA,GEORGE CARATHIMAS,Suspended - FTB/SOS,Limited Liability Company - CA,Not Good Standing,False,False,True,False,Not Good,Not Good,Good,Good,CALIFORNIA,,4,Soko ,01/04/2022,,,,,,
0,0,"['REMOTION, INC. (4261350)']",2478339,04/08/2019,4261350,DELAWARE,ALEXANDER JOHN EMBIRICOS,Active,Stock Corporation - Out of State - Stock,Good Standing,False,False,True,False,Good,Good,Good,Good,DELAWARE,Stock Corporation - Out of State - Stock,1,Remotion,,,,,,,
0,0,"['NATURETRAK, INC. (4546003)']",1850000,05/15/2017,4546003,CALIFORNIA,WILLIAM MARTINDALE,Active,Stock Corporation - CA - General,Good Standing,False,False,True,False,Good,Good,Good,Good,CALIFORNIA,Stock Corporation - CA - General,2,NatureTrak,,,,,,,
0,0,"['BIKE BOOK & HATCHET, LLC (201410010347)']",6770170,04/07/2014,201410010347,CALIFORNIA,GRANT PETERSEN,Terminated,Limited Liability Company - CA,Good Standing,False,False,False,False,Good,Good,Good,Good,CALIFORNIA,,15,Hatch ),05/15/2014,,,,,,
0,0,"['BOARD LOCALS, INC. (3373729)']",4344800,04/28/2011,3373729,CALIFORNIA,VADIM  ALDEN,Terminated,Stock Corporation - CA - General,Not Good Standing,False,False,True,False,Not Good,Good,Good,Good,CALIFORNIA,,80,Local Market Launch,12/23/2021,,,,,,
