,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28
battrion,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,89,0,0,0,53,0,0,0,36,0,0,0,0,0,0,57,0,0,0,0,0,0,0,86,0
boozt,44,39,45,42,34,32,38,36,30,29,33,38,36,37,39,42,44,38,39,42,47,49,70,100,62,57,62,44,63,56,44,42,45,43,35,34,34,35,35,35,38,36,37,45,39,42,40,38,42,50,47
foodcheri,21,74,25,62,24,40,0,0,48,44,51,75,0,24,100,94,46,66,82,77,38,63,42,92,69,40,0,27,70,74,63,70,67,32,50,25,19,0,33,83,58,45,48,19,56,25,0,55,47,58,53
newsadoo,100,0,27,0,0,47,0,0,0,0,0,38,22,21,0,0,0,0,0,0,0,0,0,0,33,0,22,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0
sensi,81,80,78,80,84,89,85,75,77,69,70,71,71,77,77,77,79,75,74,75,75,100,81,77,75,77,82,84,88,79,83,80,82,84,74,74,83,80,81,82,84,80,83,83,87,75,77,79,78,76,79
indexcoop,0,0,0,0,0,0,34,0,0,0,0,33,0,0,0,18,0,0,0,0,0,35,20,0,0,0,0,0,0,0,24,0,0,100,21,0,0,0,0,0,0,0,18,0,0,32,22,27,0,0,0
jhilburn,0,46,100,0,0,0,0,41,0,0,44,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,71,0,0,0,0,0,0,0,0,28,0,69,36,0,0,0,54,0,0,0,0,34,29,0,0
arkera,0,20,100,0,0,26,0,50,57,0,0,0,24,0,21,23,76,0,19,25,0,27,0,0,0,25,37,0,0,0,0,52,38,39,22,0,27,0,0,44,27,70,25,0,19,27,0,0,0,0,0
rocana,65,54,45,51,50,24,100,92,33,41,16,53,55,98,52,23,78,63,73,44,44,39,26,30,41,59,43,47,18,48,37,0,66,29,29,47,47,56,36,32,59,100,56,46,13,27,33,46,35,68,41
kushtourism,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,29,0,0,0,20,33,51,0,0,100,0,0
nway,43,40,41,32,26,37,56,62,63,46,53,34,58,51,46,25,44,57,49,38,24,21,42,100,52,73,55,60,31,38,50,39,29,40,19,51,28,37,56,41,42,36,40,37,35,37,26,15,36,31,17
aerwave,0,0,0,0,34,77,31,0,0,0,0,42,35,0,94,0,100,0,0,60,0,0,93,72,40,0,53,0,34,29,0,0,38,0,0,0,86,0,70,38,0,37,100,64,29,0,0,60,0,0,39
rapidsilicon,66,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,64,0,0,100,0,0,0,66,0,0,0,82,0,0,0,88,0,62,0,0,0
brain4,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,41,0,0,46,0,0,62,0,0,86,0,0,0,0,0,0,0,100,0,0,0,0,46
elastifile,0,0,0,0,0,0,0,0,0,100,23,0,0,0,0,0,0,0,0,0,0,0,22,17,0,0,0,14,50,0,0,12,0,0,0,0,0,0,11,0,0,26,0,0,0,24,0,0,0,0,0
infochimps,0,0,0,0,22,22,0,0,37,0,52,35,24,0,0,0,0,0,0,100,0,22,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,20,0,0,20
merqueo,89,100,79,62,74,46,63,56,34,37,52,59,50,44,33,48,51,39,49,34,42,42,53,47,48,38,38,45,43,40,31,40,41,47,42,33,37,32,19,21,26,32,26,29,23,29,16,28,17,17,17
zesty.co.uk,100,0,0,59,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,72,0,54,0,36,0,32,0,0,0,0,0,0,0,0,0,0,29,67,0,0,0,0
warrenjames,24,0,32,0,0,0,0,0,32,57,44,40,0,28,38,0,41,0,57,0,77,28,37,88,0,50,49,100,59,29,33,100,0,0,0,0,33,0,54,51,0,23,0,72,0,33,40,0,0,38,63
method.me,0,0,0,0,0,100,90,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drumg,0,0,0,0,0,0,0,0,0,33,0,38,0,38,44,0,0,0,0,0,0,100,0,0,0,0,0,51,0,64,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
aerohive,68,41,85,33,88,29,68,37,53,61,76,72,75,57,100,74,65,61,44,51,68,56,78,85,45,45,33,53,33,38,48,30,73,64,42,56,20,81,60,54,27,73,52,53,62,62,35,58,50,55,61
alphatrai,25,33,35,0,100,0,0,0,27,0,0,0,0,0,34,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,78,0,0,29,0,0,0,0,46,0,0,46,0,0,0,0,40
enfabrica,56,0,0,0,23,0,0,0,0,0,23,21,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,22,0,0,0,48,0,36,0,0,25,0,0,0,0,0,100,0,0,29,0,0,0,22,35
aquto,0,0,0,0,0,0,0,0,0,0,0,44,61,0,0,0,44,31,0,56,0,0,0,0,0,28,37,0,0,100,35,28,54,0,0,0,72,0,0,36,0,0,0,0,0,0,56,53,0,55,68
roambi,0,0,0,0,51,100,0,35,0,0,0,0,0,0,0,0,0,39,0,23,0,0,48,0,0,0,0,0,28,0,88,39,0,0,0,0,56,0,68,27,0,33,38,0,0,44,0,0,0,0,0
tomorrow.one,0,0,0,0,0,100,0,0,0,56,47,0,0,0,0,0,0,0,43,0,48,0,77,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,92,53,0,0,0,47
,30,32,32,29,33,100,41,32,32,34,33,36,32,34,33,31,33,33,31,33,34,35,33,34,31,32,33,30,32,32,31,33,33,33,33,36,34,33,33,32,33,33,34,31,32,32,31,32,32,32,32
voiceobjects,0,0,52,0,0,0,93,0,0,100,45,0,0,0,0,0,43,0,0,0,0,29,0,31,0,0,43,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,34,0,36,0,0
indigotech,0,0,0,0,0,29,0,0,0,28,0,0,0,0,0,0,0,100,0,0,0,0,27,0,0,43,34,0,0,0,0,0,0,0,34,0,0,36,0,0,0,0,0,42,0,0,0,0,0,0,0
relayfoods,0,0,0,0,0,0,0,0,0,53,0,0,100,0,0,0,0,59,0,0,0,0,0,0,0,0,92,0,0,0,0,53,0,0,0,0,0,0,60,0,68,90,0,0,0,0,0,0,0,0,62
raptr,29,19,95,56,67,44,17,68,0,28,43,14,23,46,64,28,24,32,72,39,63,43,20,39,0,28,100,23,50,38,29,65,63,98,23,36,0,42,14,63,41,0,0,0,34,43,55,25,26,54,0
briggo,0,62,0,0,88,0,0,72,0,0,100,0,0,0,37,0,0,0,0,42,0,0,0,0,0,0,0,53,0,0,0,0,0,38,0,0,0,0,40,0,0,0,79,0,0,0,0,37,0,0,41
marketwagon,0,0,76,0,0,0,0,0,0,0,50,0,44,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,79,0,64,0,0,0,0,0,0,0,0,100,52,0,0,0,76,0,0,0,0,0
thegrid,25,31,0,0,70,34,100,0,0,0,59,37,59,46,28,24,34,38,0,0,0,32,57,0,79,25,0,27,79,0,0,53,0,0,0,56,39,0,0,0,0,28,0,39,0,28,59,0,24,49,31
ichefpos,0,74,0,0,19,0,0,100,0,0,0,0,0,28,29,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,16,0,21,29,0,0,0,0,0,0,45,24
bravegroup,0,67,0,0,45,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,77,0,0,0,80,0,0,0,45,0,80,0,69,50,0,51,0,0,0,0
bodymapp,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,43,0,0,0,31,0,0,0,0,0,67,0,0,27,0,0,26,0
,30,32,32,29,33,100,41,32,32,34,33,36,32,34,33,31,33,33,31,33,34,35,33,34,31,32,33,30,32,32,31,33,33,33,33,36,34,33,33,32,33,33,34,31,32,32,31,32,32,32,32
clustertruck,68,50,62,87,51,74,62,57,57,64,82,52,64,52,46,51,64,55,64,44,71,62,52,45,47,47,55,54,45,46,60,48,62,79,74,53,65,66,100,59,86,82,53,57,59,46,59,68,68,72,52
elma,62,42,38,37,36,43,39,43,48,45,50,47,50,49,78,76,76,82,91,91,88,93,100,87,84,91,98,92,87,62,76,74,72,76,43,47,55,64,70,63,62,65,69,68,65,65,64,60,52,55,60
circ,89,90,83,83,83,87,84,85,85,85,78,80,89,84,92,89,93,95,91,97,93,97,97,80,81,86,88,96,96,89,82,89,77,90,88,86,96,98,88,100,99,99,85,90,98,97,92,92,96,96,95
nouvoyance,0,21,0,0,28,42,0,0,100,24,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,19,20,0,0,0,0,0,0,35,0,0,0,0,29,0,0,39,18,0,0,0
flexfunding,0,0,0,0,0,0,0,55,0,0,36,97,0,0,24,0,82,0,25,29,0,0,35,23,24,0,0,0,0,0,0,0,0,26,29,0,0,0,47,34,0,29,49,34,100,0,0,45,0,0,0
lovegraph,0,0,100,0,32,22,26,0,31,46,29,0,0,17,59,0,0,0,19,0,20,0,0,24,17,0,0,35,0,0,0,0,0,34,0,21,70,29,0,26,0,38,38,38,32,23,0,29,0,24,0
giva,45,47,46,52,53,56,65,77,71,57,52,47,51,47,47,49,55,57,61,53,61,56,54,53,53,54,55,58,60,58,57,64,68,80,100,93,63,58,56,59,61,61,62,59,67,65,62,65,64,64,70
nei.com.br,0,0,0,0,0,58,0,0,0,93,0,0,0,0,0,0,100,0,0,38,0,0,47,0,0,0,0,0,0,48,0,0,0,0,0,0,47,52,37,65,0,0,0,0,0,0,0,0,44,0,65
flayr,83,34,80,48,0,51,49,30,30,0,100,77,87,38,60,62,64,36,42,60,49,59,25,90,45,44,73,30,57,0,48,57,83,43,40,66,25,48,15,97,49,48,54,78,57,54,46,0,63,87,0
brickfloor,0,0,22,39,0,25,0,23,0,27,0,0,0,0,0,0,0,39,0,100,0,0,0,0,0,0,0,0,0,0,0,61,0,0,45,0,0,0,0,0,0,26,0,22,0,0,0,30,0,0,0
,30,32,32,29,33,100,41,32,32,34,33,36,32,34,33,31,33,33,31,33,34,35,33,34,31,32,33,30,32,32,31,33,33,33,33,36,34,33,33,32,33,33,34,31,32,32,31,32,32,32,32
goji,87,83,84,84,83,100,85,86,86,91,88,89,76,84,79,81,83,84,80,93,82,71,75,69,73,67,68,68,72,79,81,80,89,86,81,78,86,76,73,74,79,77,73,69,80,77,81,80,87,77,78
tagman,0,43,28,78,0,27,25,0,0,0,41,0,0,0,33,0,39,27,19,0,45,32,17,37,100,33,56,0,31,33,25,19,0,20,41,41,23,25,0,20,56,23,24,0,0,75,0,21,32,0,0
chargex,0,70,100,81,64,58,40,71,41,50,62,0,83,43,54,28,72,21,0,41,29,76,0,23,41,17,59,0,0,0,18,0,40,37,60,22,27,69,44,79,27,41,48,55,49,27,41,82,16,19,41
tsumug,42,0,0,0,0,0,0,56,64,100,37,0,0,0,0,0,0,0,37,0,0,0,0,46,0,0,0,0,68,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
rocketmiles,21,44,49,35,42,32,84,42,32,59,50,40,33,64,19,29,31,52,36,38,40,50,65,55,44,36,22,18,45,55,85,76,94,74,69,37,71,58,53,61,64,52,66,84,76,41,52,51,100,45,53
evermind,0,42,0,31,0,100,94,65,0,0,0,46,21,28,46,0,0,20,42,0,42,31,0,19,48,0,15,0,35,35,41,31,23,0,0,22,22,27,0,17,31,92,0,0,0,0,0,33,51,0,0
cargoroo,36,32,40,32,49,69,36,48,85,90,84,40,64,14,32,26,28,0,27,0,36,30,13,40,70,26,76,0,27,37,35,51,0,28,57,40,33,19,27,14,47,22,51,65,50,70,39,97,100,66,30
phyzios,0,0,65,0,0,0,0,0,100,25,0,0,0,0,0,0,39,26,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,79,0,36,0,0,0,0,57,33,0,0,0,42,0
lumenisity,0,28,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,93,100,0,0,0,24,0,27,0,0,28,24,39,25,0,0,0,0,0,38,0,0,0,35,0,0
finsphere,0,0,28,0,0,0,0,0,0,0,0,22,100,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,41,0,0,0,0,0,0
taptu,0,0,0,8,0,10,0,5,25,100,8,0,13,17,0,8,0,7,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,4,0,0,0,5,0,9,8,0,16,0,5,5,0,11,0,0
nesos,33,25,10,32,47,22,51,29,16,9,12,29,41,23,23,49,29,9,21,43,19,38,16,21,22,12,17,34,41,18,29,0,35,49,24,23,31,32,24,26,9,11,44,28,0,37,25,35,30,83,100
cretelligent,0,0,69,99,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,100,89,0,0,0,0
crayonano,0,0,0,0,0,34,0,0,75,26,0,0,0,100,0,23,35,0,40,0,0,28,0,60,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,35,0,0
targetspot,0,18,0,16,0,29,10,22,0,20,15,0,0,25,27,0,0,18,25,17,22,43,20,45,36,82,100,76,38,57,59,66,80,77,0,21,55,0,0,12,0,0,22,0,0,29,22,0,0,0,0
aisystems,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,66,48,0,72,0,0,100
deepbrain,0,13,0,0,6,0,6,0,0,19,8,14,0,0,0,0,4,6,0,11,5,18,13,0,0,14,0,5,0,0,19,4,15,20,36,7,22,34,19,32,47,59,73,57,56,45,41,61,76,100,83
equaterra,0,0,0,0,66,0,0,31,0,0,0,0,0,0,0,0,0,0,0,39,43,42,0,0,0,100,0,0,0,50,0,0,0,49,0,0,0,0,0,0,0,0,0,0,26,0,90,0,0,70,0
unlockd,18,30,45,100,0,37,29,48,14,0,69,59,97,14,16,41,19,49,38,54,28,75,34,28,23,66,42,58,43,49,42,23,49,37,40,43,50,32,70,50,33,0,36,37,75,0,52,47,79,28,72
thentia,32,0,100,49,0,30,0,30,0,18,59,44,19,0,68,78,37,0,38,32,23,74,0,0,0,0,29,55,47,0,0,22,61,77,0,51,25,47,75,36,41,65,0,40,84,32,0,67,0,34,61
freemelt,0,48,0,0,44,0,0,63,0,0,39,0,0,34,0,72,33,44,0,0,0,0,100,29,0,0,0,0,0,0,55,0,0,34,29,60,0,0,0,0,0,57,32,0,0,44,0,36,0,0,0
oti,50,54,50,53,52,47,49,61,54,46,51,47,50,50,57,64,61,57,57,61,56,69,100,68,55,51,54,56,54,50,56,61,54,57,62,59,56,53,50,84,65,71,56,63,54,51,50,59,56,56,52
helsing,75,78,90,76,90,77,78,81,75,77,74,78,85,70,74,84,84,100,99,100,96,68,65,70,58,65,72,77,86,91,65,70,69,68,67,66,76,75,61,63,63,64,67,61,65,63,70,63,63,58,65
sckipio,0,45,0,0,0,0,57,0,0,94,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,48,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,48,0
tictail,73,40,0,0,0,57,0,0,40,0,0,0,0,0,0,44,49,0,82,36,0,0,0,83,100,0,56,56,73,0,62,0,96,47,44,50,0,0,0,48,0,0,0,0,0,30,43,57,74,34,0
stortera,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,37,24,0,0,0,0,0,0,0,0,0,0,0,0,31,42,0,64,0,0,0,24,0,0,24,0,24,0,100,0,23,0,0,0
organizedwisdom,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,43,0,0,100,0,0,0,0,0,0,21,0,0,0,36,0,0,0,0,42,24,0,0,0,0,0,35,0,0,26,0,0,0,0,30
,30,32,32,29,33,100,41,32,32,34,33,36,32,34,33,31,33,33,31,33,34,35,33,34,31,32,33,30,32,32,31,33,33,33,33,36,34,33,33,32,33,33,34,31,32,32,31,32,32,32,32
agnetix,34,0,0,0,25,0,0,47,0,0,0,100,0,37,0,0,0,0,53,85,25,0,0,0,0,0,67,80,34,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,47,0,24,47,0
rubylove,34,35,22,38,19,39,13,0,0,100,39,0,32,0,0,14,13,17,14,0,0,0,15,0,16,0,0,0,0,0,32,21,22,0,10,0,0,26,9,26,0,0,9,0,0,0,0,0,0,0,0
airxos,40,0,0,0,60,0,0,0,0,0,0,34,0,0,0,34,61,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,82,0,51,0,0,35,0,0,0,0,100,52,0,53,0,0,0,40,0
ourstage,30,0,0,0,0,0,0,0,32,0,26,0,34,0,0,0,0,68,0,0,0,22,0,0,0,0,22,44,0,0,37,31,41,0,0,24,31,0,0,0,37,0,52,38,100,0,21,0,28,0,0
driveniq,0,0,42,0,0,25,83,0,100,0,20,0,0,0,0,0,0,22,0,0,0,0,0,41,46,0,0,0,0,42,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
ecoworks,34,94,45,0,0,50,60,24,24,37,49,25,22,100,49,37,63,49,0,0,55,27,83,0,79,69,40,0,0,53,65,0,91,0,63,84,51,66,82,44,80,49,34,40,67,40,86,81,0,55,38
goevie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,60,0,74,0,61,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submer,19,27,27,55,34,28,24,0,61,54,50,0,100,47,12,57,27,56,40,40,32,41,59,18,0,53,28,37,44,28,26,37,64,27,34,39,28,17,29,35,53,0,0,14,36,26,36,21,78,42,38
endstate,0,0,0,45,34,41,0,27,0,100,0,34,0,0,71,27,0,49,0,0,36,27,26,0,36,25,48,26,55,22,45,0,82,41,30,0,0,32,21,0,0,0,0,0,0,29,57,25,27,36,0
scansafe,0,0,33,0,0,0,0,0,0,0,20,0,24,0,0,0,38,0,0,45,0,74,0,0,19,0,44,0,0,0,0,0,0,0,0,39,0,0,0,23,0,20,0,100,18,0,0,0,0,0,0
nowait,100,83,55,50,48,22,49,61,48,60,40,41,76,76,67,41,33,75,73,44,34,68,55,60,44,37,52,64,36,39,46,45,77,41,37,65,46,62,76,47,52,66,67,53,40,61,54,11,35,53,50
shopsoko,0,0,0,0,79,0,0,0,40,0,0,0,49,63,74,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,38,44,0,0,0,0,100,0,0,0,0,0,0,0,0
,30,32,32,29,33,100,41,32,32,34,33,36,32,34,33,31,33,33,31,33,34,35,33,34,31,32,33,30,32,32,31,33,33,33,33,36,34,33,33,32,33,33,34,31,32,32,31,32,32,32,32
xter,26,17,27,29,14,36,17,33,47,41,21,28,22,29,18,20,21,26,12,26,28,30,27,17,22,23,21,29,27,36,23,26,9,26,18,20,22,40,38,26,30,42,100,56,44,42,56,77,47,36,49
biggo,73,65,76,57,74,79,77,84,58,71,66,61,72,71,74,67,69,90,58,66,84,100,75,95,65,76,82,80,72,56,95,63,53,72,93,73,69,67,64,66,77,66,75,61,65,73,73,57,61,69,58
spiden,47,0,27,34,34,0,0,100,56,46,0,0,16,19,45,0,0,0,0,25,39,28,34,46,18,28,0,42,0,24,58,0,43,0,16,19,57,24,58,43,0,36,41,39,73,31,60,45,28,25,27
gojuno,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,62,0,0,0,74,0,29,0,25,100,0,0,0,0,0,0,0,0,0,28,0
polyera,0,37,0,0,0,35,59,0,0,0,0,0,50,0,0,0,100,0,0,0,58,0,53,0,0,0,0,0,0,0,0,0,0,31,0,0,63,0,0,0,0,0,0,0,0,28,0,26,0,28,0
audience.com,0,13,0,0,0,0,0,0,25,0,24,0,0,47,0,0,0,0,0,39,0,40,42,0,0,0,0,0,0,19,0,0,0,23,12,0,100,0,0,0,0,0,0,0,29,0,17,0,12,0,73
bruntworkwear,0,0,0,0,31,0,0,0,20,29,0,0,0,0,0,0,31,0,0,37,0,0,0,49,0,0,0,32,0,0,0,0,0,0,0,100,0,0,24,0,25,0,29,0,0,0,35,0,0,0,0
vi,76,76,71,74,71,74,74,75,77,77,76,75,88,97,100,82,80,80,76,80,84,82,77,77,72,75,77,80,85,79,74,70,73,81,79,75,78,77,85,81,80,82,78,76,78,77,78,79,71,69,66
vuuzle,0,0,0,0,0,0,26,0,0,0,0,29,0,28,0,30,0,0,0,0,27,0,45,0,38,100,19,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,20,0,0,0,0,0,0,0
vudu,77,85,78,81,84,83,85,80,91,79,82,71,79,65,68,67,70,73,71,80,76,68,74,76,66,69,74,86,100,82,73,77,82,78,69,73,72,72,71,68,71,83,86,78,73,75,72,75,73,73,76
2foods,20,24,35,85,44,0,31,52,0,59,48,20,38,29,37,0,29,72,27,55,38,100,0,0,37,47,32,26,0,24,39,0,43,47,28,0,23,50,0,41,0,32,97,62,59,31,46,53,39,0,0
funzio,22,26,27,26,49,20,15,20,52,45,21,57,0,29,0,39,33,18,21,59,62,32,33,33,49,0,83,20,0,34,15,0,0,73,21,61,100,0,37,0,0,29,17,54,18,53,22,53,0,0,36
intheloop,0,41,61,0,0,0,0,45,0,100,0,0,0,47,0,0,0,0,0,0,0,35,0,0,44,0,29,0,0,0,29,0,0,32,0,0,29,51,0,0,0,0,26,0,0,31,0,0,0,26,0
,30,32,32,29,33,100,41,32,32,34,33,36,32,34,33,31,33,33,31,33,34,35,33,34,31,32,33,30,32,32,31,33,33,33,33,36,34,33,33,32,33,33,34,31,32,32,31,32,32,32,32
driveforme,0,0,0,0,0,0,0,0,0,28,45,34,61,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,34,0
totalbeauty,0,0,0,0,0,0,0,0,0,0,46,0,0,58,40,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,77,0,55,0,0,0,41,46,62,54,0,0,0,38,0,0,0
myhm,52,0,25,0,57,47,47,43,0,0,0,0,0,100,29,30,25,0,0,28,52,37,37,27,0,0,25,37,69,0,45,46,62,42,0,37,0,0,23,0,28,31,84,27,35,0,0,0,0,0,78
brainvisa,0,24,68,35,0,0,0,23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,0,0,31,0,0,0,0,47,0,0,60,100,45,34,0,0,0
zipitwireless,0,0,75,55,0,78,0,35,100,0,0,0,0,36,35,0,0,35,0,0,41,90,0,0,43,0,0,0,0,0,0,0,0,0,47,0,87,35,0,0,0,0,0,0,0,0,0,0,63,0,0
shopfully,70,0,28,0,58,41,37,64,38,0,73,27,85,66,58,66,0,43,47,84,55,46,21,22,61,0,22,62,67,39,47,62,71,58,55,32,74,68,0,65,100,20,48,0,0,42,44,22,0,93,57
neoplants,0,25,0,0,29,0,0,8,0,0,0,0,0,0,0,0,0,0,0,41,0,74,100,28,19,7,0,9,60,21,18,10,8,19,36,25,35,0,0,8,15,11,0,0,30,10,10,28,0,7,11
